year,month,day,statefips,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_tws,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,date
2020,3,26,21,-0.568,-0.692,-0.232,-0.469,0.121,-0.482,-0.606,-0.222,-0.227,-0.236,2020-03-26
2020,3,26,22,-0.644,-0.665,-0.3,-0.445,0.0872,-0.601,-0.589,-0.36,-0.286,-0.301,2020-03-26
2020,3,26,23,-0.647,-0.779,-0.218,-0.387,0.163,-0.543,-0.538,-0.258,-0.176,-0.231,2020-03-26
2020,3,26,24,-0.659,-0.753,-0.298,-0.448,0.261,-0.544,-0.677,-0.308,-0.241,-0.299,2020-03-26
2020,3,26,25,-0.68,-0.7,-0.316,-0.515,0.191,-0.585,-0.651,-0.33,-0.349,-0.283,2020-03-26
2020,3,26,26,-0.664,-0.731,-0.281,-0.464,0.227,-0.567,-0.662,-0.312,-0.261,-0.285,2020-03-26
2020,3,26,27,-0.679,-0.726,-0.275,-0.503,0.316,-0.467,-0.652,-0.3,-0.231,-0.255,2020-03-26
2020,3,26,28,-0.633,-0.692,-0.282,-0.417,0.165,-0.641,-0.603,-0.285,-0.302,-0.246,2020-03-26
2020,3,26,29,-0.678,-0.812,-0.296,-0.483,0.184,-0.504,-0.657,-0.333,-0.3,-0.288,2020-03-26
2020,3,26,30,-0.725,-0.728,-0.186,-0.458,0.297,-0.554,-0.524,-0.175,-0.195,-0.187,2020-03-26
2020,3,26,31,-0.588,-0.668,-0.266,-0.515,0.078,-0.378,-0.645,-0.273,-0.287,-0.262,2020-03-26
2020,3,26,32,-0.684,-0.782,-0.334,-0.563,0.171,-0.501,-0.653,-0.347,-0.298,-0.337,2020-03-26
2020,3,26,33,-0.644,-0.671,-0.221,-0.488,0.231,-0.594,-0.556,-0.249,-0.419,-0.187,2020-03-26
2020,3,26,34,-0.679,-0.632,-0.312,-0.551,0.199,-0.567,-0.667,-0.324,-0.33,-0.286,2020-03-26
2020,3,26,35,-0.715,-0.738,-0.285,-0.476,0.266,-0.513,-0.653,-0.325,-0.272,-0.288,2020-03-26
2020,3,26,36,-0.683,-0.754,-0.312,-0.54,0.156,-0.597,-0.679,-0.338,-0.284,-0.293,2020-03-26
2020,3,26,37,-0.641,-0.617,-0.242,-0.499,0.289,-0.532,-0.62,-0.281,-0.209,-0.237,2020-03-26
2020,3,26,38,-0.603,-0.736,-0.238,-0.508,0.135,-0.473,-0.534,-0.264,-0.226,-0.232,2020-03-26
2020,3,26,39,-0.615,-0.753,-0.288,-0.39,0.183,-0.495,-0.682,-0.346,-0.275,-0.285,2020-03-26
2020,3,26,40,-0.586,-0.718,-0.21,-0.404,0.184,-0.488,-0.583,-0.236,-0.189,-0.214,2020-03-26
2020,3,26,41,-0.716,-0.637,-0.275,-0.454,0.232,-0.53,-0.62,-0.317,-0.21,-0.271,2020-03-26
2020,3,26,42,-0.682,-0.658,-0.321,-0.503,0.245,-0.602,-0.638,-0.356,-0.282,-0.307,2020-03-26
2020,3,26,44,-0.788,-0.646,-0.375,-0.489,0.0942,-0.619,-0.701,-0.364,-0.482,-0.363,2020-03-26
2020,3,26,45,-0.605,-0.69,-0.24,-0.475,0.225,-0.492,-0.611,-0.281,-0.223,-0.234,2020-03-26
2020,3,26,46,-0.627,-0.629,-0.315,-0.467,0.161,-0.429,-0.608,-0.311,-0.415,-0.293,2020-03-26
2020,3,26,47,-0.564,-0.703,-0.23,-0.407,0.193,-0.411,-0.584,-0.32,-0.201,-0.243,2020-03-26
2020,3,26,48,-0.591,-0.685,-0.254,-0.507,0.201,-0.503,-0.61,-0.283,-0.234,-0.244,2020-03-26
2020,3,26,49,-0.59,-0.705,-0.239,-0.525,0.224,-0.419,-0.568,-0.266,-0.251,-0.222,2020-03-26
2020,3,26,50,-0.722,-0.907,-0.253,-0.395,0.238,-0.527,-0.512,-0.244,-0.668,-0.239,2020-03-26
2020,3,26,51,-0.641,-0.644,-0.267,-0.485,0.223,-0.486,-0.643,-0.306,-0.198,-0.249,2020-03-26
2020,3,26,53,-0.663,-0.614,-0.274,-0.534,0.157,-0.49,-0.658,-0.304,-0.289,-0.247,2020-03-26
2020,3,26,54,-0.633,-0.726,-0.239,-0.358,0.197,-0.487,-0.525,-0.223,-0.242,-0.237,2020-03-26
2020,3,26,55,-0.715,-0.797,-0.308,-0.498,0.208,-0.477,-0.654,-0.353,-0.309,-0.294,2020-03-26
2020,3,26,56,-0.615,-0.715,-0.24,-0.486,0.0927,-0.383,-0.532,-0.213,-0.224,-0.248,2020-03-26
2020,3,27,1,-0.646,-0.709,-0.291,-0.525,0.0971,-0.57,-0.601,-0.36,-0.25,-0.308,2020-03-27
2020,3,27,2,-0.636,-0.574,-0.297,-0.399,0.178,-0.725,-0.578,-0.308,,-0.279,2020-03-27
2020,3,27,4,-0.642,-0.606,-0.255,-0.498,0.116,-0.484,-0.623,-0.271,-0.239,-0.252,2020-03-27
2020,3,27,5,-0.596,-0.779,-0.24,-0.421,0.124,-0.458,-0.644,-0.312,-0.253,-0.231,2020-03-27
2020,3,27,6,-0.695,-0.705,-0.345,-0.571,0.144,-0.582,-0.723,-0.357,-0.32,-0.329,2020-03-27
2020,3,27,8,-0.705,-0.768,-0.329,-0.529,0.155,-0.553,-0.705,-0.349,-0.271,-0.323,2020-03-27
2020,3,27,9,-0.71,-0.651,-0.326,-0.498,0.145,-0.538,-0.696,-0.323,-0.351,-0.329,2020-03-27
2020,3,27,10,-0.707,-0.66,-0.322,-0.479,0.247,-0.679,-0.638,-0.337,-0.261,-0.318,2020-03-27
2020,3,27,11,-0.741,-0.676,-0.369,-0.46,0.367,-0.615,-0.826,-0.398,-0.174,-0.353,2020-03-27
2020,3,27,12,-0.628,-0.702,-0.265,-0.481,0.155,-0.533,-0.632,-0.305,-0.233,-0.267,2020-03-27
2020,3,27,13,-0.627,-0.653,-0.295,-0.519,0.194,-0.542,-0.672,-0.324,-0.257,-0.294,2020-03-27
2020,3,27,15,-0.608,-0.78,-0.24,-0.443,0.219,-0.509,-0.524,-0.248,-0.149,-0.232,2020-03-27
2020,3,27,16,-0.608,-0.715,-0.209,-0.403,0.149,-0.348,-0.487,-0.267,-0.126,-0.223,2020-03-27
2020,3,27,17,-0.697,-0.775,-0.378,-0.512,0.00303,-0.594,-0.709,-0.415,-0.362,-0.359,2020-03-27
2020,3,27,18,-0.682,-0.78,-0.319,-0.546,0.052,-0.619,-0.673,-0.312,-0.295,-0.331,2020-03-27
2020,3,27,19,-0.703,-0.697,-0.351,-0.526,0.0363,-0.564,-0.681,-0.376,-0.285,-0.353,2020-03-27
2020,3,27,20,-0.603,-0.741,-0.269,-0.451,0.0438,-0.497,-0.645,-0.29,-0.284,-0.259,2020-03-27
2020,3,27,21,-0.58,-0.714,-0.26,-0.477,0.0517,-0.516,-0.63,-0.263,-0.25,-0.266,2020-03-27
2020,3,27,22,-0.645,-0.765,-0.325,-0.466,0.0166,-0.637,-0.614,-0.371,-0.313,-0.326,2020-03-27
2020,3,27,23,-0.652,-0.766,-0.236,-0.408,0.116,-0.58,-0.552,-0.308,-0.184,-0.25,2020-03-27
2020,3,27,24,-0.667,-0.748,-0.324,-0.457,0.173,-0.576,-0.695,-0.334,-0.272,-0.323,2020-03-27
2020,3,27,25,-0.682,-0.734,-0.365,-0.531,0.068,-0.598,-0.68,-0.379,-0.366,-0.334,2020-03-27
2020,3,27,26,-0.686,-0.761,-0.32,-0.482,0.137,-0.58,-0.695,-0.359,-0.296,-0.324,2020-03-27
2020,3,27,27,-0.692,-0.752,-0.297,-0.508,0.237,-0.48,-0.678,-0.322,-0.254,-0.277,2020-03-27
2020,3,27,28,-0.643,-0.716,-0.296,-0.414,0.0756,-0.605,-0.638,-0.275,-0.315,-0.269,2020-03-27
2020,3,27,29,-0.686,-0.828,-0.317,-0.506,0.0973,-0.501,-0.674,-0.363,-0.314,-0.31,2020-03-27
2020,3,27,30,-0.729,-0.768,-0.169,-0.458,0.319,-0.574,-0.546,-0.234,-0.197,-0.164,2020-03-27
2020,3,27,31,-0.584,-0.666,-0.278,-0.52,0.0375,-0.406,-0.653,-0.284,-0.322,-0.269,2020-03-27
2020,3,27,32,-0.684,-0.802,-0.357,-0.568,0.111,-0.508,-0.663,-0.371,-0.322,-0.359,2020-03-27
2020,3,27,33,-0.649,-0.733,-0.248,-0.493,0.174,-0.623,-0.585,-0.275,-0.419,-0.218,2020-03-27
2020,3,27,34,-0.683,-0.655,-0.347,-0.557,0.0951,-0.598,-0.691,-0.361,-0.352,-0.323,2020-03-27
2020,3,27,35,-0.722,-0.756,-0.316,-0.488,0.198,-0.547,-0.677,-0.322,-0.312,-0.318,2020-03-27
2020,3,27,36,-0.692,-0.765,-0.349,-0.549,0.0747,-0.628,-0.7,-0.375,-0.32,-0.331,2020-03-27
2020,3,27,37,-0.653,-0.621,-0.262,-0.507,0.232,-0.535,-0.636,-0.303,-0.226,-0.257,2020-03-27
2020,3,27,38,-0.598,-0.747,-0.254,-0.504,0.0858,-0.492,-0.556,-0.276,-0.236,-0.249,2020-03-27
2020,3,27,39,-0.628,-0.76,-0.308,-0.408,0.124,-0.502,-0.708,-0.363,-0.297,-0.305,2020-03-27
2020,3,27,40,-0.587,-0.721,-0.231,-0.418,0.105,-0.547,-0.599,-0.252,-0.213,-0.236,2020-03-27
2020,3,27,41,-0.738,-0.658,-0.304,-0.485,0.181,-0.534,-0.651,-0.342,-0.244,-0.302,2020-03-27
2020,3,27,42,-0.685,-0.681,-0.35,-0.506,0.14,-0.627,-0.662,-0.384,-0.308,-0.337,2020-03-27
2020,3,27,44,-0.798,-0.535,-0.4,-0.512,0.0135,-0.671,-0.675,-0.402,-0.493,-0.379,2020-03-27
2020,3,27,45,-0.611,-0.709,-0.259,-0.49,0.155,-0.504,-0.627,-0.307,-0.23,-0.257,2020-03-27
2020,3,27,46,-0.643,-0.662,-0.334,-0.478,0.126,-0.434,-0.615,-0.328,-0.437,-0.312,2020-03-27
2020,3,27,47,-0.571,-0.733,-0.25,-0.419,0.114,-0.445,-0.592,-0.344,-0.221,-0.263,2020-03-27
2020,3,27,48,-0.601,-0.702,-0.279,-0.52,0.126,-0.534,-0.633,-0.304,-0.262,-0.269,2020-03-27
2020,3,27,49,-0.595,-0.703,-0.252,-0.539,0.186,-0.415,-0.597,-0.28,-0.282,-0.232,2020-03-27
2020,3,27,50,-0.734,-0.913,-0.274,-0.382,0.178,-0.695,-0.589,-0.275,-0.607,-0.262,2020-03-27
2020,3,27,51,-0.652,-0.672,-0.296,-0.506,0.148,-0.502,-0.659,-0.332,-0.231,-0.279,2020-03-27
2020,3,27,53,-0.681,-0.627,-0.304,-0.551,0.0924,-0.505,-0.655,-0.332,-0.329,-0.279,2020-03-27
2020,3,27,54,-0.637,-0.73,-0.271,-0.365,0.105,-0.519,-0.552,-0.212,-0.283,-0.264,2020-03-27
2020,3,27,55,-0.725,-0.804,-0.341,-0.505,0.0968,-0.482,-0.693,-0.382,-0.348,-0.327,2020-03-27
2020,3,27,56,-0.618,-0.731,-0.257,-0.492,0.0222,-0.368,-0.53,-0.251,-0.223,-0.262,2020-03-27
2020,3,28,1,-0.65,-0.717,-0.295,-0.541,0.0848,-0.585,-0.608,-0.346,-0.257,-0.315,2020-03-28
2020,3,28,2,-0.66,-0.544,-0.303,-0.406,0.135,-0.725,-0.569,-0.323,,-0.265,2020-03-28
2020,3,28,4,-0.643,-0.622,-0.267,-0.507,0.0951,-0.481,-0.639,-0.284,-0.243,-0.264,2020-03-28
2020,3,28,5,-0.583,-0.789,-0.246,-0.414,0.0876,-0.475,-0.65,-0.309,-0.258,-0.238,2020-03-28
2020,3,28,6,-0.702,-0.726,-0.354,-0.57,0.133,-0.583,-0.733,-0.365,-0.33,-0.338,2020-03-28
2020,3,28,8,-0.714,-0.78,-0.347,-0.54,0.107,-0.565,-0.722,-0.366,-0.298,-0.339,2020-03-28
2020,3,28,9,-0.711,-0.688,-0.358,-0.518,0.113,-0.55,-0.723,-0.352,-0.389,-0.365,2020-03-28
2020,3,28,10,-0.722,-0.752,-0.357,-0.479,0.188,-0.695,-0.661,-0.384,-0.322,-0.347,2020-03-28
2020,3,28,11,-0.753,-0.695,-0.393,-0.439,0.305,-0.597,-0.83,-0.423,-0.19,-0.377,2020-03-28
2020,3,28,12,-0.625,-0.707,-0.282,-0.485,0.102,-0.549,-0.644,-0.324,-0.252,-0.283,2020-03-28
2020,3,28,13,-0.636,-0.682,-0.314,-0.531,0.149,-0.551,-0.686,-0.339,-0.28,-0.314,2020-03-28
2020,3,28,15,-0.61,-0.792,-0.258,-0.445,0.185,-0.555,-0.548,-0.266,-0.21,-0.247,2020-03-28
2020,3,28,16,-0.622,-0.7,-0.228,-0.404,0.115,-0.32,-0.52,-0.294,-0.147,-0.241,2020-03-28
2020,3,28,17,-0.702,-0.809,-0.393,-0.528,-0.0242,-0.591,-0.724,-0.43,-0.374,-0.376,2020-03-28
2020,3,28,18,-0.697,-0.81,-0.342,-0.566,0.00444,-0.628,-0.682,-0.328,-0.318,-0.356,2020-03-28
2020,3,28,19,-0.705,-0.701,-0.361,-0.521,0.0137,-0.565,-0.694,-0.383,-0.308,-0.361,2020-03-28
2020,3,28,20,-0.612,-0.777,-0.278,-0.445,0.0387,-0.496,-0.664,-0.304,-0.292,-0.267,2020-03-28
2020,3,28,21,-0.578,-0.727,-0.271,-0.49,0.0253,-0.522,-0.64,-0.302,-0.258,-0.276,2020-03-28
2020,3,28,22,-0.645,-0.778,-0.335,-0.485,-0.00695,-0.641,-0.625,-0.373,-0.323,-0.337,2020-03-28
2020,3,28,23,-0.654,-0.777,-0.252,-0.416,0.0875,-0.603,-0.57,-0.328,-0.202,-0.265,2020-03-28
2020,3,28,24,-0.667,-0.751,-0.349,-0.47,0.105,-0.591,-0.711,-0.361,-0.29,-0.345,2020-03-28
2020,3,28,25,-0.678,-0.748,-0.383,-0.542,0.0479,-0.611,-0.702,-0.396,-0.374,-0.351,2020-03-28
2020,3,28,26,-0.704,-0.771,-0.345,-0.496,0.0974,-0.571,-0.726,-0.391,-0.32,-0.349,2020-03-28
2020,3,28,27,-0.708,-0.761,-0.321,-0.525,0.172,-0.476,-0.705,-0.346,-0.283,-0.301,2020-03-28
2020,3,28,28,-0.641,-0.73,-0.307,-0.439,0.00899,-0.6,-0.657,-0.272,-0.319,-0.296,2020-03-28
2020,3,28,29,-0.692,-0.841,-0.33,-0.514,0.059,-0.53,-0.69,-0.388,-0.337,-0.316,2020-03-28
2020,3,28,30,-0.731,-0.782,-0.19,-0.464,0.283,-0.582,-0.572,-0.37,-0.215,-0.182,2020-03-28
2020,3,28,31,-0.577,-0.648,-0.287,-0.513,0.011,-0.418,-0.667,-0.3,-0.335,-0.276,2020-03-28
2020,3,28,32,-0.688,-0.766,-0.368,-0.576,0.0993,-0.52,-0.659,-0.374,-0.374,-0.364,2020-03-28
2020,3,28,33,-0.646,-0.745,-0.275,-0.507,0.119,-0.626,-0.605,-0.298,-0.465,-0.248,2020-03-28
2020,3,28,34,-0.686,-0.662,-0.377,-0.567,0.0249,-0.605,-0.709,-0.389,-0.374,-0.358,2020-03-28
2020,3,28,35,-0.731,-0.723,-0.329,-0.505,0.171,-0.522,-0.69,-0.328,-0.334,-0.329,2020-03-28
2020,3,28,36,-0.691,-0.771,-0.368,-0.553,0.0395,-0.629,-0.714,-0.393,-0.338,-0.35,2020-03-28
2020,3,28,37,-0.658,-0.608,-0.277,-0.511,0.193,-0.544,-0.652,-0.326,-0.233,-0.271,2020-03-28
2020,3,28,38,-0.589,-0.741,-0.255,-0.491,0.0858,-0.514,-0.569,-0.276,-0.249,-0.249,2020-03-28
2020,3,28,39,-0.632,-0.777,-0.323,-0.427,0.0882,-0.506,-0.719,-0.378,-0.318,-0.317,2020-03-28
2020,3,28,40,-0.581,-0.714,-0.24,-0.428,0.0735,-0.555,-0.611,-0.265,-0.236,-0.238,2020-03-28
2020,3,28,41,-0.752,-0.684,-0.326,-0.496,0.131,-0.48,-0.681,-0.37,-0.269,-0.321,2020-03-28
2020,3,28,42,-0.692,-0.71,-0.371,-0.519,0.0893,-0.635,-0.687,-0.403,-0.339,-0.356,2020-03-28
2020,3,28,44,-0.779,-0.561,-0.417,-0.54,-0.0257,-0.689,-0.715,-0.412,-0.518,-0.4,2020-03-28
2020,3,28,45,-0.615,-0.712,-0.276,-0.503,0.114,-0.517,-0.64,-0.32,-0.246,-0.276,2020-03-28
2020,3,28,46,-0.662,-0.643,-0.328,-0.486,0.101,-0.457,-0.636,-0.346,-0.351,-0.32,2020-03-28
2020,3,28,47,-0.572,-0.744,-0.268,-0.43,0.0595,-0.465,-0.602,-0.359,-0.237,-0.282,2020-03-28
2020,3,28,48,-0.605,-0.71,-0.295,-0.532,0.0846,-0.546,-0.649,-0.324,-0.277,-0.283,2020-03-28
2020,3,28,49,-0.607,-0.707,-0.267,-0.547,0.169,-0.432,-0.608,-0.301,-0.298,-0.241,2020-03-28
2020,3,28,50,-0.725,-0.914,-0.313,-0.441,0.102,-0.782,-0.615,-0.312,-0.512,-0.311,2020-03-28
2020,3,28,51,-0.659,-0.705,-0.315,-0.52,0.099,-0.505,-0.672,-0.353,-0.249,-0.295,2020-03-28
2020,3,28,53,-0.696,-0.65,-0.325,-0.558,0.0787,-0.503,-0.676,-0.351,-0.364,-0.301,2020-03-28
2020,3,28,54,-0.635,-0.727,-0.291,-0.383,0.0174,-0.484,-0.584,-0.216,-0.306,-0.283,2020-03-28
2020,3,28,55,-0.729,-0.797,-0.355,-0.512,0.0523,-0.48,-0.707,-0.393,-0.36,-0.343,2020-03-28
2020,3,28,56,-0.628,-0.74,-0.262,-0.472,0.0121,-0.365,-0.541,-0.271,-0.227,-0.264,2020-03-28
2020,3,29,1,-0.653,-0.718,-0.3,-0.534,0.0805,-0.592,-0.611,-0.348,-0.267,-0.318,2020-03-29
2020,3,29,2,-0.666,-0.517,-0.325,-0.424,0.102,-0.72,-0.588,-0.349,,-0.279,2020-03-29
2020,3,29,4,-0.639,-0.641,-0.272,-0.51,0.0912,-0.477,-0.649,-0.289,-0.246,-0.271,2020-03-29
2020,3,29,5,-0.566,-0.738,-0.242,-0.392,0.0585,-0.488,-0.645,-0.279,-0.267,-0.229,2020-03-29
2020,3,29,6,-0.702,-0.738,-0.366,-0.57,0.128,-0.581,-0.741,-0.376,-0.345,-0.352,2020-03-29
2020,3,29,8,-0.718,-0.776,-0.356,-0.542,0.0691,-0.574,-0.728,-0.377,-0.306,-0.346,2020-03-29
2020,3,29,9,-0.715,-0.7,-0.376,-0.523,0.0797,-0.55,-0.739,-0.369,-0.412,-0.387,2020-03-29
2020,3,29,10,-0.724,-0.793,-0.39,-0.486,0.166,-0.696,-0.673,-0.418,-0.355,-0.379,2020-03-29
2020,3,29,11,-0.755,-0.718,-0.417,-0.447,0.297,-0.593,-0.842,-0.451,-0.194,-0.388,2020-03-29
2020,3,29,12,-0.623,-0.702,-0.297,-0.488,0.0714,-0.557,-0.652,-0.334,-0.272,-0.297,2020-03-29
2020,3,29,13,-0.644,-0.698,-0.325,-0.539,0.132,-0.549,-0.691,-0.347,-0.293,-0.327,2020-03-29
2020,3,29,15,-0.609,-0.726,-0.262,-0.438,0.142,-0.547,-0.579,-0.271,-0.153,-0.253,2020-03-29
2020,3,29,16,-0.63,-0.698,-0.241,-0.4,0.0977,-0.315,-0.544,-0.307,-0.173,-0.251,2020-03-29
2020,3,29,17,-0.699,-0.8,-0.392,-0.518,-0.0000745,-0.584,-0.727,-0.433,-0.367,-0.374,2020-03-29
2020,3,29,18,-0.697,-0.861,-0.348,-0.559,-0.00821,-0.592,-0.687,-0.357,-0.321,-0.358,2020-03-29
2020,3,29,19,-0.69,-0.702,-0.361,-0.522,-0.00514,-0.588,-0.697,-0.379,-0.314,-0.362,2020-03-29
2020,3,29,20,-0.613,-0.797,-0.284,-0.444,0.0487,-0.484,-0.668,-0.305,-0.314,-0.269,2020-03-29
2020,3,29,21,-0.585,-0.729,-0.273,-0.486,0.0189,-0.532,-0.646,-0.293,-0.268,-0.277,2020-03-29
2020,3,29,22,-0.645,-0.789,-0.347,-0.497,-0.0335,-0.649,-0.632,-0.392,-0.342,-0.345,2020-03-29
2020,3,29,23,-0.659,-0.796,-0.267,-0.432,0.0648,-0.617,-0.602,-0.339,-0.219,-0.279,2020-03-29
2020,3,29,24,-0.664,-0.746,-0.356,-0.466,0.108,-0.587,-0.714,-0.37,-0.289,-0.35,2020-03-29
2020,3,29,25,-0.676,-0.758,-0.392,-0.543,0.037,-0.605,-0.718,-0.403,-0.378,-0.368,2020-03-29
2020,3,29,26,-0.715,-0.773,-0.353,-0.501,0.0862,-0.555,-0.741,-0.397,-0.329,-0.357,2020-03-29
2020,3,29,27,-0.72,-0.801,-0.339,-0.532,0.141,-0.49,-0.713,-0.364,-0.295,-0.319,2020-03-29
2020,3,29,28,-0.633,-0.761,-0.321,-0.436,0.0176,-0.601,-0.666,-0.267,-0.34,-0.298,2020-03-29
2020,3,29,29,-0.683,-0.826,-0.333,-0.511,0.0344,-0.52,-0.674,-0.4,-0.334,-0.318,2020-03-29
2020,3,29,30,-0.729,-0.778,-0.191,-0.456,0.248,-0.582,-0.579,-0.394,-0.212,-0.181,2020-03-29
2020,3,29,31,-0.565,-0.631,-0.293,-0.515,-0.0085,-0.428,-0.663,-0.301,-0.348,-0.281,2020-03-29
2020,3,29,32,-0.696,-0.759,-0.38,-0.575,0.0981,-0.519,-0.674,-0.389,-0.396,-0.371,2020-03-29
2020,3,29,33,-0.658,-0.748,-0.287,-0.508,0.115,-0.62,-0.623,-0.296,-0.503,-0.274,2020-03-29
2020,3,29,34,-0.684,-0.665,-0.378,-0.565,0.0454,-0.602,-0.707,-0.39,-0.378,-0.359,2020-03-29
2020,3,29,35,-0.729,-0.743,-0.34,-0.519,0.166,-0.512,-0.704,-0.342,-0.342,-0.339,2020-03-29
2020,3,29,36,-0.692,-0.764,-0.379,-0.559,0.0348,-0.629,-0.726,-0.402,-0.356,-0.362,2020-03-29
2020,3,29,37,-0.661,-0.601,-0.287,-0.51,0.178,-0.546,-0.668,-0.335,-0.241,-0.282,2020-03-29
2020,3,29,38,-0.582,-0.739,-0.254,-0.485,0.0977,-0.52,-0.574,-0.274,-0.244,-0.25,2020-03-29
2020,3,29,39,-0.635,-0.781,-0.339,-0.438,0.0272,-0.503,-0.729,-0.383,-0.34,-0.334,2020-03-29
2020,3,29,40,-0.573,-0.698,-0.243,-0.449,0.0705,-0.577,-0.61,-0.272,-0.237,-0.241,2020-03-29
2020,3,29,41,-0.76,-0.715,-0.341,-0.507,0.103,-0.506,-0.693,-0.387,-0.279,-0.336,2020-03-29
2020,3,29,42,-0.693,-0.726,-0.377,-0.519,0.0857,-0.634,-0.695,-0.407,-0.352,-0.361,2020-03-29
2020,3,29,44,-0.785,-0.54,-0.433,-0.537,0.0161,-0.678,-0.701,-0.412,-0.546,-0.422,2020-03-29
2020,3,29,45,-0.617,-0.696,-0.284,-0.506,0.0881,-0.525,-0.645,-0.322,-0.251,-0.286,2020-03-29
2020,3,29,46,-0.66,-0.641,-0.329,-0.48,0.0958,-0.442,-0.645,-0.342,-0.365,-0.319,2020-03-29
2020,3,29,47,-0.564,-0.734,-0.276,-0.432,0.0223,-0.476,-0.614,-0.373,-0.245,-0.29,2020-03-29
2020,3,29,48,-0.609,-0.714,-0.307,-0.536,0.0556,-0.55,-0.663,-0.334,-0.293,-0.294,2020-03-29
2020,3,29,49,-0.609,-0.705,-0.27,-0.544,0.162,-0.426,-0.647,-0.306,-0.27,-0.247,2020-03-29
2020,3,29,50,-0.723,-0.9,-0.343,-0.452,0.0601,-0.868,-0.653,-0.352,-0.536,-0.338,2020-03-29
2020,3,29,51,-0.661,-0.706,-0.325,-0.524,0.088,-0.51,-0.678,-0.365,-0.251,-0.307,2020-03-29
2020,3,29,53,-0.699,-0.665,-0.339,-0.559,0.0584,-0.495,-0.694,-0.364,-0.369,-0.319,2020-03-29
2020,3,29,54,-0.634,-0.714,-0.296,-0.379,0.0094,-0.476,-0.588,-0.247,-0.309,-0.288,2020-03-29
2020,3,29,55,-0.734,-0.8,-0.363,-0.512,0.0458,-0.483,-0.716,-0.397,-0.367,-0.353,2020-03-29
2020,3,29,56,-0.627,-0.75,-0.272,-0.459,0.00901,-0.391,-0.546,-0.314,-0.232,-0.268,2020-03-29
2020,3,30,1,-0.656,-0.717,-0.299,-0.524,0.0847,-0.583,-0.606,-0.34,-0.264,-0.319,2020-03-30
2020,3,30,2,-0.677,-0.513,-0.329,-0.405,0.057,-0.686,-0.597,-0.338,,-0.313,2020-03-30
2020,3,30,4,-0.64,-0.653,-0.271,-0.511,0.123,-0.476,-0.657,-0.285,-0.25,-0.269,2020-03-30
2020,3,30,5,-0.561,-0.741,-0.244,-0.39,0.035,-0.468,-0.653,-0.249,-0.272,-0.231,2020-03-30
2020,3,30,6,-0.704,-0.735,-0.369,-0.568,0.133,-0.585,-0.743,-0.378,-0.353,-0.355,2020-03-30
2020,3,30,8,-0.721,-0.771,-0.373,-0.543,0.0366,-0.58,-0.733,-0.395,-0.334,-0.359,2020-03-30
2020,3,30,9,-0.716,-0.729,-0.379,-0.525,0.12,-0.553,-0.741,-0.371,-0.418,-0.39,2020-03-30
2020,3,30,10,-0.74,-0.835,-0.412,-0.49,0.121,-0.683,-0.686,-0.438,-0.386,-0.403,2020-03-30
2020,3,30,11,-0.756,-0.683,-0.41,-0.434,0.335,-0.568,-0.837,-0.44,-0.223,-0.381,2020-03-30
2020,3,30,12,-0.624,-0.714,-0.302,-0.491,0.0605,-0.563,-0.658,-0.338,-0.277,-0.302,2020-03-30
2020,3,30,13,-0.654,-0.705,-0.332,-0.541,0.106,-0.558,-0.704,-0.35,-0.311,-0.333,2020-03-30
2020,3,30,15,-0.609,-0.742,-0.287,-0.453,0.0974,-0.578,-0.622,-0.292,-0.166,-0.285,2020-03-30
2020,3,30,16,-0.632,-0.703,-0.259,-0.411,0.0809,-0.336,-0.556,-0.33,-0.185,-0.271,2020-03-30
2020,3,30,17,-0.696,-0.795,-0.381,-0.509,0.0292,-0.568,-0.724,-0.425,-0.356,-0.36,2020-03-30
2020,3,30,18,-0.697,-0.89,-0.362,-0.555,-0.0641,-0.597,-0.695,-0.379,-0.322,-0.373,2020-03-30
2020,3,30,19,-0.677,-0.705,-0.36,-0.536,-0.0272,-0.589,-0.7,-0.377,-0.323,-0.361,2020-03-30
2020,3,30,20,-0.623,-0.809,-0.292,-0.441,0.012,-0.486,-0.68,-0.322,-0.317,-0.278,2020-03-30
2020,3,30,21,-0.586,-0.733,-0.277,-0.481,0.0091,-0.53,-0.65,-0.29,-0.274,-0.28,2020-03-30
2020,3,30,22,-0.641,-0.773,-0.358,-0.49,-0.0534,-0.647,-0.64,-0.4,-0.359,-0.354,2020-03-30
2020,3,30,23,-0.663,-0.803,-0.275,-0.447,0.0634,-0.63,-0.623,-0.367,-0.231,-0.284,2020-03-30
2020,3,30,24,-0.657,-0.745,-0.353,-0.457,0.176,-0.601,-0.714,-0.37,-0.271,-0.345,2020-03-30
2020,3,30,25,-0.674,-0.775,-0.402,-0.54,0.0339,-0.642,-0.737,-0.411,-0.387,-0.383,2020-03-30
2020,3,30,26,-0.727,-0.773,-0.383,-0.506,0.00787,-0.571,-0.767,-0.436,-0.357,-0.385,2020-03-30
2020,3,30,27,-0.735,-0.803,-0.352,-0.534,0.101,-0.501,-0.725,-0.376,-0.307,-0.334,2020-03-30
2020,3,30,28,-0.624,-0.783,-0.323,-0.419,-0.000455,-0.598,-0.68,-0.28,-0.335,-0.31,2020-03-30
